date,hour_of_day,location,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity,economical_situation,education_level,crime_type,time_of_day,day_of_week,month,season,victim_age_group,perpetrator_age_group,weather_condition,economic_index,education_index
2023-03-18,3,Nesh,Male,76,Female,30,Other,Minor,Rainy,34.18000944639116,Working,Medium,Tertiary,Theft,Evening,Saturday,March,Spring,Adult,Teen,Dry,9.393531555770062,1.6670289580853481
2023-08-14,1,Center,Male,75,Male,67,None,Severe,Clear,38.44863533866404,Shopping,Low,None,Theft,Night,Monday,August,Spring,Adult,Senior,Dry,50.06068044865275,43.73999860912452
2020-04-11,9,Daman,Female,93,Female,13,None,Fatal,Clear,19.305367415573546,Walking,High,Tertiary,Kill,Morning,Saturday,April,Winter,Child,Adult,Dry,16.65338065482469,42.60789473880935
2022-10-19,4,Reag,Female,22,Female,65,Knife,Minor,Clear,31.591371182876145,Shopping,High,None,Kill,Evening,Wednesday,October,Spring,Teen,Teen,Dry,87.20362295527553,33.01849205011521
2020-12-13,20,Kharkrez,Male,67,Male,49,Other,Severe,Clear,32.31482886963914,Working,Low,Tertiary,Theft,Night,Sunday,December,Fall,Child,Teen,Wet,56.807856551039805,85.0556877579877
2021-01-24,23,Daman,Male,30,Male,65,Gun,Severe,Cloudy,-7.3212163412561555,Working,Medium,Tertiary,Theft,Afternoon,Sunday,January,Fall,Adult,Adult,Wet,15.527663828009509,75.35837172687843
2020-09-23,23,Maruf,Male,50,Female,28,Knife,Fatal,Rainy,-9.715686118525216,Shopping,Low,Tertiary,Kill,Afternoon,Wednesday,September,Spring,Adult,Adult,Wet,64.95887506892801,19.344134193030836
2023-02-06,12,Zhari,Female,63,Female,45,Gun,Minor,Snowy,4.670324672237328,Shopping,High,Primary,Kill,Morning,Monday,February,Summer,Child,Teen,Dry,82.33782636724966,45.6255572869115
2021-04-18,9,Nesh,Male,23,Male,59,Knife,Minor,Clear,16.70550831713308,Driving,Medium,Secondary,Theft,Afternoon,Sunday,April,Winter,Child,Child,Wet,75.81996548588191,11.687795321202266
2020-07-08,4,Spin Boldak,Female,88,Male,70,Other,None,Cloudy,27.612486663883615,Walking,Medium,Secondary,Theft,Night,Wednesday,July,Winter,Senior,Senior,Wet,84.55864035945585,57.284862907898784
2021-08-07,17,Nesh,Female,39,Male,72,Knife,Severe,Snowy,20.94890081327126,Working,Medium,Tertiary,Theft,Morning,Saturday,August,Summer,Senior,Adult,Wet,93.97939669000519,88.24186734422287
2021-02-02,7,Maywand,Female,25,Female,78,Knife,Minor,Cloudy,-5.390690660217614,Working,Medium,Primary,Theft,Morning,Tuesday,February,Fall,Senior,Senior,Dry,7.679228958440243,7.064556758534768
2020-09-07,18,Nesh,Male,90,Male,72,Other,Severe,Clear,21.511486248056297,Driving,Medium,None,Kill,Afternoon,Monday,September,Spring,Child,Teen,Dry,82.77150742019396,98.51714114852312
2023-05-30,21,Nesh,Male,16,Male,73,Gun,Severe,Snowy,12.723472203755456,Walking,High,Primary,Theft,Night,Tuesday,May,Summer,Teen,Teen,Dry,18.739643125862727,50.15547895133099
2022-01-15,8,Panjwayi,Male,90,Female,32,Gun,Fatal,Snowy,33.51543905735551,Walking,Low,Secondary,Theft,Evening,Saturday,January,Winter,Adult,Adult,Wet,96.34828880217823,61.022205379860104
2022-08-05,18,Daman,Female,100,Female,59,None,Fatal,Cloudy,-2.0857103587978285,Working,Low,Tertiary,Kill,Afternoon,Friday,August,Fall,Child,Adult,Dry,64.40582812247395,15.326340694245989
2021-09-14,6,Reag,Female,29,Female,38,None,Minor,Cloudy,38.65066699590352,Walking,Medium,Tertiary,Kill,Morning,Tuesday,September,Spring,Senior,Senior,Dry,46.07177630254543,89.8989844368578
2021-08-12,13,Spin Boldak,Female,23,Female,10,Knife,None,Snowy,31.969873651552717,Shopping,Low,Primary,Kill,Evening,Thursday,August,Fall,Senior,Child,Wet,41.96467695631404,93.25185125194854
2020-12-17,19,Shah Wali Kot,Female,75,Female,82,None,None,Cloudy,23.13807420377219,Working,High,Primary,Theft,Morning,Thursday,December,Winter,Senior,Adult,Wet,71.46327005976673,48.94152193462011
2022-07-19,7,Reag,Male,15,Female,39,Gun,Fatal,Snowy,3.6558821164703144,Working,Low,Tertiary,Kill,Evening,Tuesday,July,Summer,Child,Senior,Wet,69.26850864255968,34.72282358631934
2022-12-10,7,Panjwayi,Male,80,Male,38,Gun,Minor,Snowy,9.828723444931974,Working,Low,Primary,Theft,Morning,Saturday,December,Winter,Teen,Teen,Wet,39.60208283980654,63.75419137889404
2021-12-20,14,Kharkrez,Female,100,Male,23,Other,Fatal,Clear,25.681991612286772,Shopping,Medium,Primary,Kill,Evening,Monday,December,Winter,Senior,Child,Dry,45.31970378915828,36.07765519587425
2021-03-02,11,Zhari,Male,63,Female,73,Other,Minor,Snowy,8.097525911708317,Shopping,Medium,Primary,Kill,Morning,Tuesday,March,Summer,Senior,Child,Wet,4.585800251243921,47.39385155605481
2021-09-03,19,Center,Male,70,Male,35,Other,Fatal,Cloudy,29.611231751034275,Shopping,Low,None,Theft,Night,Friday,September,Fall,Child,Senior,Dry,17.941309382639993,86.2598341794064
2020-11-26,8,Kharkrez,Female,72,Male,20,Gun,None,Clear,26.888550214095225,Driving,Low,None,Theft,Night,Thursday,November,Fall,Senior,Child,Wet,83.7041891477784,67.95320810018906
2020-12-17,24,Daman,Male,7,Male,19,Gun,None,Snowy,-8.298691933395649,Walking,Low,Tertiary,Theft,Evening,Thursday,December,Spring,Teen,Senior,Wet,8.106964671231665,83.57875262513139
2023-09-05,16,Nesh,Male,50,Male,64,Other,Minor,Cloudy,12.860602633646486,Working,Low,Primary,Theft,Afternoon,Tuesday,September,Fall,Senior,Adult,Dry,45.577065998323896,4.443432918567847
2022-06-08,1,Maruf,Male,36,Male,83,Gun,Fatal,Cloudy,-5.268175531735761,Working,Medium,None,Theft,Afternoon,Wednesday,June,Summer,Child,Child,Dry,93.95186903517671,88.34748117129762
2023-05-13,22,Arghistan,Male,19,Female,58,None,Minor,Cloudy,38.19333617318943,Walking,High,Primary,Kill,Morning,Saturday,May,Winter,Teen,Teen,Dry,40.21033039982189,53.541798650625935
2022-04-05,19,Kharkrez,Female,17,Female,93,None,None,Clear,14.566440858974168,Shopping,High,Primary,Kill,Afternoon,Tuesday,April,Fall,Adult,Teen,Wet,87.48962816428323,34.40757839501348
2022-11-16,11,Daman,Female,63,Male,70,None,Minor,Cloudy,25.81861450091239,Driving,Medium,Tertiary,Kill,Evening,Wednesday,November,Fall,Teen,Child,Wet,53.48105402155341,62.5517393175315
2023-09-11,18,Kharkrez,Male,74,Male,66,Other,Severe,Clear,26.853322693814363,Working,High,Secondary,Theft,Night,Monday,September,Winter,Teen,Adult,Dry,64.31576223845238,94.48866463929679
2021-02-20,12,Zhari,Female,89,Female,73,Knife,Fatal,Clear,21.419187583419095,Walking,Low,Secondary,Theft,Morning,Saturday,February,Spring,Senior,Senior,Dry,34.42800739764395,99.39407950875699
2023-09-11,3,Nesh,Male,88,Female,60,None,Fatal,Rainy,23.64133027886426,Walking,Low,Tertiary,Theft,Morning,Monday,September,Summer,Teen,Child,Dry,33.92223692166665,86.03876882187373
2021-08-25,9,Panjwayi,Male,75,Male,72,Knife,Minor,Clear,10.684028898052997,Shopping,High,None,Kill,Morning,Wednesday,August,Summer,Senior,Child,Wet,10.22662130254699,40.37837784370374
2021-11-11,15,Kharkrez,Male,93,Male,54,Knife,Fatal,Rainy,6.054138191887223,Shopping,High,Tertiary,Theft,Evening,Thursday,November,Spring,Teen,Senior,Dry,77.11403902887093,73.15181052078675
2021-11-27,12,Nesh,Female,32,Male,50,Gun,None,Snowy,24.726740334484184,Shopping,Low,Tertiary,Kill,Night,Saturday,November,Spring,Child,Senior,Dry,65.51846574655369,66.6534460098806
2021-09-21,24,Arghistan,Male,15,Female,41,None,Severe,Cloudy,-5.615460656464085,Shopping,Medium,Secondary,Theft,Evening,Tuesday,September,Fall,Teen,Adult,Dry,71.89616803327928,86.82168867596845
2023-08-09,3,Maywand,Male,2,Male,79,Other,None,Cloudy,21.420929613318567,Walking,Medium,Tertiary,Kill,Morning,Wednesday,August,Fall,Adult,Senior,Wet,84.68587543358662,23.152596529256364
2022-02-02,11,Arghistan,Male,28,Female,53,Other,Fatal,Cloudy,17.68694566579677,Working,Medium,Primary,Kill,Morning,Wednesday,February,Fall,Child,Child,Wet,49.859903600307284,76.97902858867562
2022-04-03,21,Panjwayi,Female,79,Male,48,Knife,Fatal,Clear,35.489438430573585,Driving,High,Primary,Kill,Evening,Sunday,April,Winter,Adult,Teen,Wet,93.21832313298958,71.51160348615065
2022-01-21,7,Center,Female,22,Male,32,Knife,Severe,Snowy,12.05630578023176,Working,High,Secondary,Theft,Evening,Friday,January,Summer,Teen,Child,Dry,88.84074849746308,89.58442476293065
2022-03-06,24,Maywand,Male,8,Female,28,Gun,Fatal,Snowy,31.267437196524284,Walking,High,Secondary,Theft,Afternoon,Sunday,March,Fall,Adult,Child,Dry,69.25553605959186,13.815300294457423
2020-02-21,1,Shah Wali Kot,Male,29,Female,89,Knife,Fatal,Cloudy,6.796434194412818,Walking,Low,Tertiary,Kill,Afternoon,Friday,February,Winter,Teen,Senior,Dry,8.839074447474548,53.990401807878854
2023-03-19,16,Reag,Female,56,Male,33,None,Minor,Snowy,-0.9383641786313319,Walking,Low,None,Kill,Afternoon,Sunday,March,Summer,Senior,Senior,Wet,88.83487465723623,82.67477441852472
2021-01-16,3,Kharkrez,Male,40,Female,15,None,None,Cloudy,34.48210697222682,Walking,High,Tertiary,Kill,Night,Saturday,January,Winter,Child,Senior,Wet,58.6612195826445,83.77332414328073
2021-08-01,12,Shah Wali Kot,Female,41,Female,22,None,Severe,Clear,9.497801147297672,Walking,Low,None,Kill,Afternoon,Sunday,August,Winter,Adult,Child,Dry,37.60865395907263,81.29002543815606
2021-06-08,11,Arghistan,Female,47,Female,59,Gun,None,Cloudy,36.68326955595921,Working,Low,Secondary,Kill,Morning,Tuesday,June,Summer,Senior,Child,Wet,44.58485267876602,10.934736346373331
2021-05-09,12,Shah Wali Kot,Male,18,Male,100,Other,Fatal,Cloudy,34.990176674837365,Walking,Low,Primary,Theft,Afternoon,Sunday,May,Fall,Child,Child,Wet,79.9317287595405,21.622981693757172
2023-11-18,23,Maruf,Male,70,Male,32,None,None,Clear,28.903554283236353,Walking,High,None,Theft,Evening,Saturday,November,Summer,Teen,Adult,Dry,31.12701810710351,50.85443356906511
2022-12-20,20,Panjwayi,Male,41,Female,63,None,None,Snowy,35.6528537708097,Driving,Medium,None,Theft,Night,Tuesday,December,Summer,Senior,Teen,Wet,2.2776693733734477,99.67742910553355
2021-08-20,13,Zhari,Male,2,Male,55,Gun,Fatal,Cloudy,-5.042124206907191,Walking,High,Primary,Theft,Morning,Friday,August,Summer,Child,Teen,Dry,82.97183073084095,92.95873995343774
2022-02-24,13,Reag,Female,38,Male,48,None,None,Cloudy,36.841077796883006,Shopping,High,Primary,Theft,Afternoon,Thursday,February,Winter,Adult,Child,Dry,11.195623231739592,70.56150766481181
2020-07-23,2,Spin Boldak,Female,81,Male,79,Gun,None,Cloudy,-5.469440413199308,Shopping,High,Tertiary,Kill,Evening,Thursday,July,Spring,Teen,Teen,Dry,24.837052211868194,34.550011554484016
2021-07-29,14,Panjwayi,Male,28,Female,12,None,Fatal,Snowy,10.65716845170174,Walking,Medium,None,Kill,Afternoon,Thursday,July,Spring,Child,Senior,Wet,49.067475073909975,30.179801776398353
2022-07-20,7,Spin Boldak,Male,20,Female,50,Gun,Severe,Cloudy,15.805725856318993,Working,Medium,Primary,Theft,Afternoon,Wednesday,July,Winter,Child,Senior,Dry,32.39660948909858,15.6562630411049
2020-04-16,14,Reag,Male,27,Female,40,None,Minor,Rainy,19.16426718751816,Working,Medium,Secondary,Kill,Morning,Thursday,April,Summer,Senior,Adult,Dry,42.1173362965048,99.19992363783757
2022-10-23,3,Nesh,Male,11,Female,54,None,Fatal,Clear,21.830771078234292,Driving,High,Secondary,Kill,Morning,Sunday,October,Fall,Senior,Adult,Dry,56.49692728617512,56.441856826801775
2023-07-07,20,Panjwayi,Male,53,Female,51,Knife,Severe,Cloudy,28.242802696259538,Shopping,Low,Primary,Theft,Night,Friday,July,Summer,Teen,Senior,Dry,66.97955756856075,93.43604410255062
2022-11-07,11,Nesh,Female,9,Male,17,Knife,None,Rainy,27.897206608840648,Shopping,High,None,Theft,Evening,Monday,November,Winter,Teen,Senior,Wet,20.210617675522748,78.28183001175536
2021-05-30,11,Kharkrez,Female,71,Female,83,None,Severe,Cloudy,-8.39399592932997,Working,Medium,Primary,Theft,Evening,Sunday,May,Fall,Teen,Child,Dry,92.08094098027523,39.41001222877981
2020-04-01,7,Maywand,Female,100,Male,25,None,Minor,Clear,-7.033508172722804,Shopping,Low,Tertiary,Kill,Morning,Wednesday,April,Spring,Teen,Teen,Wet,88.71966984116911,53.939856361740624
2023-03-14,23,Panjwayi,Female,11,Female,32,Gun,Minor,Clear,7.479622328080822,Working,High,Primary,Kill,Morning,Tuesday,March,Fall,Adult,Senior,Wet,84.60464123005943,69.00489611755539
2021-09-14,16,Reag,Male,2,Male,54,Other,Fatal,Clear,29.337438086020384,Working,Low,None,Theft,Evening,Tuesday,September,Spring,Adult,Teen,Wet,81.97390100637408,87.38328397703945
2021-03-16,4,Zhari,Female,79,Male,96,None,None,Snowy,20.961775530501928,Walking,Low,None,Kill,Night,Tuesday,March,Winter,Child,Senior,Wet,87.13484827174443,91.1272695380983
2022-06-29,12,Maywand,Male,81,Male,26,Knife,Fatal,Clear,-1.9770711646366692,Shopping,Medium,Secondary,Theft,Evening,Wednesday,June,Winter,Child,Teen,Dry,1.3101226095039942,92.37960596107742
2021-11-24,18,Maywand,Male,83,Male,84,Gun,Severe,Clear,20.249231557901414,Working,Medium,Primary,Theft,Night,Wednesday,November,Winter,Child,Child,Dry,5.498745843208697,72.40562972056216
2022-09-28,11,Arghistan,Female,32,Female,39,None,Severe,Clear,15.888494912501258,Driving,Low,None,Theft,Evening,Wednesday,September,Spring,Child,Teen,Wet,66.79051746953239,76.48821126705302
2023-07-07,19,Shah Wali Kot,Female,98,Female,16,None,Severe,Rainy,-3.4556417918789517,Driving,Low,Secondary,Theft,Morning,Friday,July,Winter,Senior,Child,Dry,67.84517455187378,13.984178393354163
2023-04-27,20,Spin Boldak,Female,39,Female,32,Gun,Minor,Cloudy,9.698739232779811,Working,High,None,Kill,Afternoon,Thursday,April,Spring,Senior,Senior,Wet,6.68204722841641,5.834398199320823
2021-05-25,5,Arghistan,Female,43,Female,61,Other,None,Rainy,-2.1986321714419743,Walking,Medium,Secondary,Theft,Afternoon,Tuesday,May,Summer,Senior,Senior,Wet,77.55376978423804,20.11836974357101
2020-06-07,14,Maruf,Male,86,Male,87,Knife,Severe,Clear,10.85480839516589,Working,Medium,None,Theft,Morning,Sunday,June,Summer,Child,Teen,Dry,91.74266444480456,95.08929130468829
2021-09-11,24,Maruf,Female,13,Male,87,Gun,None,Clear,19.66667220069604,Driving,Low,Tertiary,Theft,Night,Saturday,September,Spring,Adult,Teen,Dry,57.23638370712142,74.98995852076106
2020-12-15,2,Panjwayi,Female,66,Male,59,None,Fatal,Rainy,14.868732258797266,Walking,Medium,Secondary,Theft,Night,Tuesday,December,Winter,Adult,Teen,Wet,53.42283016995618,16.287516360589738
2022-10-16,3,Center,Female,68,Female,76,None,Minor,Clear,36.84522880229368,Working,Medium,Secondary,Kill,Afternoon,Sunday,October,Spring,Child,Senior,Dry,34.664764815304835,30.837524559312556
2023-05-11,23,Center,Female,30,Male,99,Gun,None,Snowy,-6.405515343267478,Working,High,Secondary,Theft,Afternoon,Thursday,May,Fall,Senior,Teen,Dry,88.02848308399336,62.13255853626434
2020-01-23,6,Maywand,Male,7,Female,12,Knife,Severe,Cloudy,19.5262451311442,Driving,High,Primary,Kill,Morning,Thursday,January,Spring,Senior,Teen,Wet,39.5545020384851,4.586489611901912
2022-04-09,12,Kharkrez,Male,54,Female,100,None,Severe,Clear,15.444402310299253,Walking,High,Primary,Kill,Morning,Saturday,April,Spring,Senior,Senior,Dry,15.017199887821286,14.940229212540135
2020-04-13,15,Maywand,Male,74,Female,48,None,Severe,Cloudy,9.798037222106206,Shopping,High,Primary,Kill,Morning,Monday,April,Winter,Teen,Senior,Wet,8.740887564085575,42.20576600540509
2022-03-24,3,Maruf,Female,69,Female,64,Knife,Fatal,Rainy,-7.634811070988942,Walking,Low,Primary,Kill,Evening,Thursday,March,Summer,Senior,Senior,Wet,78.98001128612266,95.43837274742789
2021-09-02,2,Nesh,Male,59,Female,32,Gun,Minor,Rainy,-2.0029525973200757,Shopping,Medium,Tertiary,Kill,Morning,Thursday,September,Spring,Child,Child,Wet,99.39935452553735,13.03343578403745
2023-10-04,3,Spin Boldak,Male,84,Female,17,None,Fatal,Cloudy,-1.4752482213714249,Shopping,Low,Primary,Kill,Morning,Wednesday,October,Winter,Senior,Child,Wet,29.594659421246728,36.805411786345765
2022-04-27,7,Maruf,Male,85,Male,27,Gun,Severe,Clear,15.707694929510183,Shopping,Medium,None,Theft,Morning,Wednesday,April,Spring,Senior,Child,Dry,59.071539954888664,54.00574289370357
2023-03-29,1,Arghistan,Male,83,Female,34,Knife,Severe,Rainy,-7.527753484365104,Walking,High,None,Theft,Night,Wednesday,March,Summer,Child,Teen,Dry,18.73418626028477,70.43242091465616
2022-08-30,10,Center,Female,71,Female,58,Other,Fatal,Snowy,15.540902409710792,Walking,Low,Primary,Theft,Morning,Tuesday,August,Spring,Senior,Senior,Wet,74.27037386542725,87.56882779646992
2021-08-26,16,Zhari,Female,51,Female,98,None,Fatal,Snowy,22.84919777399132,Driving,Medium,Secondary,Theft,Morning,Thursday,August,Fall,Adult,Child,Dry,42.6672105645569,67.40006299853131
2020-02-20,8,Spin Boldak,Male,13,Male,16,Gun,None,Snowy,35.14643502964857,Walking,High,Tertiary,Theft,Evening,Thursday,February,Fall,Teen,Teen,Dry,50.43052003471386,11.685993315275677
2021-11-27,11,Center,Female,34,Female,51,Other,None,Rainy,26.750790943518126,Driving,High,None,Theft,Night,Saturday,November,Spring,Adult,Senior,Dry,55.00741708619595,80.98031369938558
2021-03-30,15,Spin Boldak,Male,2,Female,45,None,Minor,Cloudy,21.687250718994637,Driving,Medium,Secondary,Theft,Morning,Tuesday,March,Winter,Child,Adult,Dry,72.1689924848327,61.10982064736472
2021-07-31,19,Panjwayi,Male,45,Male,26,Other,Fatal,Cloudy,-4.65604023884841,Working,Low,Primary,Kill,Morning,Saturday,July,Winter,Senior,Adult,Dry,20.04602538576409,86.06145872039592
2023-01-19,20,Center,Female,30,Female,59,Other,None,Cloudy,26.346265290287107,Driving,Low,Secondary,Theft,Morning,Thursday,January,Summer,Child,Child,Wet,37.15580081680947,56.02474396386948
2021-11-17,2,Arghistan,Male,29,Female,72,None,None,Rainy,24.039419546196918,Driving,Low,Primary,Theft,Morning,Wednesday,November,Winter,Teen,Child,Wet,26.311477138172034,33.68162013861139
2022-05-26,11,Daman,Male,51,Male,68,Knife,Minor,Rainy,3.995861703206309,Shopping,High,None,Kill,Morning,Thursday,May,Winter,Senior,Teen,Dry,22.81158616909077,87.00518330737593
2022-07-09,11,Center,Male,40,Female,25,Knife,Fatal,Snowy,8.731987471634127,Driving,High,Tertiary,Theft,Morning,Saturday,July,Summer,Teen,Child,Dry,57.98567960590872,21.616831181808816
2021-02-23,15,Spin Boldak,Male,49,Male,51,None,Minor,Snowy,9.094599495599763,Working,Medium,Secondary,Theft,Evening,Tuesday,February,Spring,Teen,Child,Dry,9.907841792027705,19.650817820829435
2023-10-18,22,Spin Boldak,Male,68,Male,16,None,Minor,Cloudy,29.387527686441956,Shopping,Medium,Primary,Kill,Evening,Wednesday,October,Summer,Senior,Senior,Dry,33.81727046270354,59.62279245416832
2020-10-17,11,Arghistan,Female,49,Male,66,Gun,None,Rainy,8.184744422985315,Shopping,Medium,None,Kill,Afternoon,Saturday,October,Summer,Teen,Adult,Dry,24.242652163734856,21.24875662231528
2023-12-04,12,Kharkrez,Female,82,Female,44,Other,None,Snowy,27.905426157497743,Walking,Low,Primary,Theft,Afternoon,Monday,December,Fall,Teen,Adult,Dry,42.61207752560874,14.336766057468553
2022-04-29,4,Nesh,Female,46,Male,27,Gun,Fatal,Snowy,1.9285341133952674,Walking,High,Secondary,Kill,Night,Friday,April,Fall,Senior,Senior,Dry,78.23577555927727,7.133559405724766
2023-04-24,22,Kharkrez,Female,4,Male,29,None,None,Snowy,16.695239339830895,Driving,Low,Secondary,Theft,Afternoon,Monday,April,Spring,Child,Teen,Wet,12.569768677178928,49.39398251331305
2021-04-12,17,Arghistan,Female,91,Female,28,Other,None,Snowy,35.1480493469781,Shopping,High,None,Theft,Evening,Monday,April,Winter,Teen,Teen,Dry,99.86757731859993,5.4424801668905065
2020-09-27,10,Spin Boldak,Female,18,Female,86,Other,None,Cloudy,21.595876417154123,Walking,Medium,Tertiary,Theft,Night,Sunday,September,Winter,Senior,Child,Wet,87.81752092478531,33.83383715612573
2023-12-21,6,Daman,Male,28,Male,76,Knife,Minor,Cloudy,-8.317687025026668,Shopping,Low,Primary,Kill,Evening,Thursday,December,Spring,Adult,Senior,Dry,70.93303788625832,76.19632121911972
2023-02-04,15,Nesh,Female,21,Male,93,None,None,Clear,17.14110164672717,Working,Low,None,Theft,Morning,Saturday,February,Winter,Senior,Child,Wet,79.0548588766542,39.71504295201302
2020-01-19,2,Center,Female,14,Female,43,Gun,None,Snowy,-0.21317562986566685,Walking,Medium,Primary,Kill,Morning,Sunday,January,Winter,Child,Senior,Dry,17.69719202940998,19.013852389610886
2022-12-08,4,Nesh,Female,42,Female,60,Gun,Fatal,Rainy,34.37852508532647,Working,Medium,Secondary,Theft,Morning,Thursday,December,Summer,Adult,Teen,Wet,44.60733869864693,49.17286822873659
2023-10-23,3,Reag,Male,95,Female,83,Knife,Fatal,Clear,-2.880030814567599,Driving,Low,None,Kill,Morning,Monday,October,Fall,Child,Child,Dry,33.83540274786976,83.42367334497685
2023-09-27,16,Reag,Male,31,Female,35,Knife,Minor,Clear,37.88980397828988,Shopping,Low,Tertiary,Kill,Night,Wednesday,September,Spring,Child,Adult,Wet,16.45894504237826,53.77292837852773
2023-06-20,15,Panjwayi,Female,14,Male,78,Other,Minor,Rainy,4.244332585793574,Working,Low,Secondary,Kill,Afternoon,Tuesday,June,Spring,Child,Senior,Wet,22.483293366659098,57.45459554405213
2020-06-28,17,Center,Male,100,Male,78,Gun,None,Cloudy,23.727265957880995,Working,High,Primary,Kill,Morning,Sunday,June,Winter,Child,Teen,Dry,88.01707915968183,36.74458703824014
2023-01-05,20,Arghistan,Female,2,Female,92,Other,None,Rainy,25.428301012966763,Walking,High,Primary,Theft,Evening,Thursday,January,Winter,Child,Adult,Dry,67.77764553278482,31.206960616911815
2022-08-15,5,Panjwayi,Male,96,Male,53,None,Fatal,Rainy,38.74726677974775,Working,Low,None,Theft,Afternoon,Monday,August,Spring,Adult,Child,Dry,67.45650317138814,40.53148059734839
2023-10-24,5,Kharkrez,Male,57,Male,31,None,Fatal,Snowy,-2.6010092023557547,Driving,High,Tertiary,Theft,Evening,Tuesday,October,Summer,Senior,Child,Wet,29.85826573145185,61.168648268135826
2023-07-12,9,Center,Female,3,Male,58,None,Minor,Rainy,11.977407754988466,Driving,Medium,Primary,Kill,Morning,Wednesday,July,Winter,Teen,Teen,Wet,3.9176065035364416,69.20436243409821
2021-11-29,10,Spin Boldak,Female,26,Female,87,Gun,Fatal,Cloudy,23.923634948176243,Driving,High,Primary,Kill,Morning,Monday,November,Winter,Child,Adult,Wet,60.282852446327404,46.94264191197867
2021-04-27,15,Kharkrez,Male,69,Male,27,Other,Severe,Cloudy,36.922882287151744,Walking,High,Secondary,Kill,Night,Tuesday,April,Fall,Adult,Teen,Dry,54.85695454859684,81.85954866524868
2022-03-09,12,Reag,Male,63,Female,52,Gun,Severe,Snowy,21.009726412753658,Working,High,Tertiary,Kill,Morning,Wednesday,March,Spring,Teen,Child,Dry,68.75842608817405,73.79565653523977
2020-04-29,7,Reag,Male,55,Female,17,Knife,Severe,Snowy,6.534420665378974,Shopping,Low,None,Kill,Morning,Wednesday,April,Spring,Senior,Senior,Wet,30.90532028582348,98.10025053425306
2023-10-13,2,Daman,Female,8,Female,32,Gun,Severe,Cloudy,-8.377083176473267,Walking,High,None,Kill,Night,Friday,October,Summer,Child,Teen,Wet,50.803295077169444,16.56953619035575
2020-05-14,13,Nesh,Female,73,Male,58,Other,None,Cloudy,29.782024251680923,Driving,Low,Primary,Kill,Afternoon,Thursday,May,Fall,Senior,Senior,Wet,75.80577356128923,60.20345175387257
2020-04-17,16,Panjwayi,Female,7,Female,19,Other,Minor,Snowy,17.13390554664309,Working,High,Tertiary,Theft,Afternoon,Friday,April,Summer,Senior,Child,Wet,53.179293841880856,73.06839897187814
2022-11-12,15,Daman,Male,40,Female,25,Knife,Fatal,Snowy,11.337791635577464,Driving,Medium,None,Theft,Morning,Saturday,November,Fall,Teen,Child,Wet,49.30554739696669,72.93171655150168
2023-05-27,16,Panjwayi,Male,17,Male,93,Gun,Minor,Snowy,29.87372898688954,Walking,Medium,Primary,Kill,Night,Saturday,May,Summer,Senior,Teen,Wet,36.14419697528578,84.21749885629278
2020-01-21,17,Kharkrez,Female,1,Female,82,Gun,Severe,Clear,5.220200263989408,Shopping,Medium,Primary,Kill,Afternoon,Tuesday,January,Spring,Teen,Adult,Wet,0.3890020727196686,77.55439092283969
2023-03-08,18,Daman,Male,35,Female,48,Gun,Minor,Cloudy,39.18631196904318,Walking,Low,None,Kill,Evening,Wednesday,March,Fall,Senior,Teen,Dry,50.87501641123266,67.40830696605028
2021-11-20,17,Reag,Male,4,Male,24,Other,Severe,Cloudy,37.58333109223991,Driving,Low,Tertiary,Theft,Morning,Saturday,November,Summer,Adult,Child,Wet,58.52808874743284,34.8275256120798
2020-05-06,20,Spin Boldak,Female,55,Female,93,Gun,Fatal,Clear,16.058389613408785,Walking,High,None,Theft,Night,Wednesday,May,Winter,Child,Child,Wet,99.252676303119,34.32837339701105
2022-11-10,5,Nesh,Female,95,Male,88,None,Severe,Snowy,28.369941251204303,Driving,Low,Primary,Theft,Morning,Thursday,November,Summer,Child,Senior,Wet,42.685724526898085,59.94522764319705
2023-09-28,9,Arghistan,Male,19,Male,50,Other,Minor,Cloudy,18.733740603102024,Driving,Low,None,Kill,Evening,Thursday,September,Fall,Child,Senior,Wet,10.188464784871808,71.50055268790169
2022-08-23,3,Maywand,Female,13,Male,61,Gun,Severe,Cloudy,26.46902660506889,Walking,Low,Tertiary,Theft,Evening,Tuesday,August,Fall,Teen,Teen,Wet,78.14876821041501,2.9154788550315835
2022-10-14,12,Arghistan,Male,89,Male,35,Knife,Minor,Rainy,26.470526106006538,Shopping,Low,None,Kill,Night,Friday,October,Winter,Teen,Teen,Wet,70.1901999739269,30.966775177401797
2020-09-04,21,Center,Male,26,Male,37,Gun,Minor,Rainy,29.44210411243786,Walking,High,Tertiary,Theft,Night,Friday,September,Summer,Adult,Senior,Wet,15.42972564801448,5.335088427542123
2021-02-05,8,Spin Boldak,Female,64,Male,91,Gun,Severe,Snowy,26.28717539731818,Walking,Low,Secondary,Theft,Evening,Friday,February,Spring,Teen,Child,Dry,54.407474201826865,17.837071946679927
2022-11-02,16,Center,Female,18,Female,99,None,Fatal,Rainy,26.06605839697515,Driving,High,Tertiary,Theft,Afternoon,Wednesday,November,Spring,Adult,Senior,Dry,9.894876353007264,92.83278811415293
