date,hour_of_day,location,district,area_name,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity,economical_situation,education_level,crime_type,latitude,longitude,time_of_day,day_of_week,month,season,victim_age_group,perpetrator_age_group,weather_condition,economic_index,education_index
2020-04-21,24,Kandahar Industrial Park,Center,Kandahar Industrial Park,Female,24,Female,2,None,None,Snowy,27.126453590695455,Walking,Medium,Tertiary,kill,31.64,65.675,Night,Tuesday,April,Spring,Adult,Senior,Wet,68.474637298825,72.99196287463609
2021-11-30,24,Tajaka,Maywand,Tajaka,Female,48,Female,75,Knife,None,Snowy,19.59699743464728,Driving,Medium,Secondary,kill,31.5708,64.89459,Night,Tuesday,November,Summer,Child,Teen,Dry,43.462382625898734,69.68064691052518
2023-12-20,7,Akhond Kaka Kalay,Spin Boldak,Akhond Kaka Kalay,Female,87,Female,90,Gun,None,Snowy,10.971858597342369,Working,High,Secondary,Theft,31.18091,66.49625,Afternoon,Wednesday,December,Spring,Senior,Adult,Wet,16.25045341634722,86.00538425036986
2023-02-22,4,Khatni Zay,Maruf,Khatni Zay,Male,79,Male,15,Knife,Fatal,Clear,21.341201583054684,Walking,Low,Primary,kill,31.69846,67.22481,Afternoon,Wednesday,February,Spring,Senior,Teen,Wet,28.306563522976102,97.76489700346498
2021-12-17,16,Kishkak,Panjwayi,Kishkak,Female,26,Male,5,Gun,None,Clear,-7.707850262472206,Working,High,Tertiary,kill,31.48022,65.35387,Evening,Friday,December,Spring,Senior,Adult,Wet,7.905659955346367,92.81259205101216
2020-06-17,19,Kandahar Telecommunications Office,Center,Kandahar Telecommunications Office,Female,8,Female,95,Knife,Minor,Clear,23.756553585387493,Working,High,Primary,Theft,31.58,65.71,Morning,Wednesday,June,Fall,Teen,Child,Dry,51.46365103487859,46.6907476035476
2021-03-01,23,Mohammad Ahzam Wa Abdul Jabar Kalay,Spin Boldak,Mohammad Ahzam Wa Abdul Jabar Kalay,Female,61,Male,45,Knife,Fatal,Clear,13.604004130356248,Working,Medium,None,kill,30.97862,66.4039,Evening,Monday,March,Spring,Child,Child,Wet,0.22734335633457503,38.2951261541594
2020-05-11,2,Khaki,Kharkrez,Khaki,Female,74,Male,65,Knife,Minor,Clear,20.891644649135625,Walking,Medium,Secondary,Theft,32.00153,65.57336,Night,Monday,May,Spring,Senior,Teen,Wet,24.766497705247836,13.221840918013584
2021-06-10,22,Loy Kalay,Arghistan,Loy Kalay,Male,58,Female,50,Other,Minor,Clear,8.72179556180918,Working,Low,None,kill,31.36665,66.28148,Evening,Thursday,June,Summer,Adult,Adult,Wet,9.003576746389431,48.21115072713105
2021-09-19,14,Beyabanak,Zhar,Beyabanak,Female,9,Female,79,Other,Fatal,Clear,7.3358897627553254,Walking,Medium,Tertiary,kill,31.51312,65.29491,Evening,Sunday,September,Summer,Adult,Teen,Wet,21.165001454460565,80.04279802265405
2022-11-06,20,Zowid Kala,Maywand,Zowid Kala,Female,35,Female,84,None,None,Clear,-7.553745964168276,Working,Medium,None,Theft,31.48134,65.23974,Night,Sunday,November,Spring,Child,Senior,Wet,97.26294089579837,84.36192557794018
2022-11-02,19,Mir Hazar,Zhar,Mir Hazar,Female,38,Female,71,Gun,Fatal,Clear,6.3536143860872905,Driving,High,Secondary,kill,31.67704,65.4389,Night,Wednesday,November,Winter,Adult,Teen,Dry,25.04583914142673,34.03261622002858
2022-08-02,8,Dand Square,Center,Dand Square,Female,5,Male,90,Gun,None,Snowy,5.045210311000673,Walking,Medium,Tertiary,Theft,31.61,65.698,Morning,Tuesday,August,Summer,Child,Adult,Dry,34.721238859104716,83.09715876827046
2023-01-19,9,Kandahar Shoe Market,Center,Kandahar Shoe Market,Male,34,Female,5,None,Minor,Rainy,1.5356384228230588,Driving,High,None,kill,31.61,65.71,Evening,Thursday,January,Summer,Teen,Senior,Dry,88.98485620700727,87.92777306274989
2021-04-29,12,Ahzam Kalay,Shah Wali Kot,Ahzam Kalay,Female,79,Female,66,Knife,Fatal,Clear,1.4678116821019351,Shopping,Low,Primary,kill,31.64422,65.94175,Afternoon,Thursday,April,Fall,Child,Adult,Wet,93.52766868024524,34.06651794916857
2022-04-23,7,Khowja Malik Sufla,Arghandab,Khowja Malik Sufla,Female,27,Male,82,Gun,Fatal,Snowy,23.088186163170363,Working,High,Primary,Theft,31.75891,65.74816,Afternoon,Saturday,April,Fall,Senior,Teen,Wet,85.80122706560425,36.77758096915651
2023-01-24,7,Dand Square,Center,Dand Square,Female,41,Female,55,None,None,Cloudy,18.617358620453647,Shopping,Low,None,Theft,31.61,65.698,Night,Tuesday,January,Winter,Senior,Adult,Dry,26.950663362265846,97.01180639040956
2021-09-06,22,Akhtar Mohammad Kalay,Zhar,Akhtar Mohammad Kalay,Male,78,Female,94,Knife,Minor,Cloudy,12.900228965529816,Driving,Low,Primary,Theft,31.54062,65.30206,Afternoon,Monday,September,Summer,Teen,Adult,Dry,71.59312976340419,48.85695571374329
2022-08-11,23,Khaday Rahem,Spin Boldak,Khaday Rahem,Male,71,Male,97,Knife,Severe,Snowy,-7.394279444627163,Driving,Medium,Primary,kill,30.9818,66.37278,Evening,Thursday,August,Fall,Child,Child,Wet,53.73261214629782,75.19307687942202
2023-02-16,17,Tura Namak,Kharkrez,Tura Namak,Male,25,Male,39,Other,None,Snowy,12.705703232308654,Shopping,Low,Secondary,Theft,32.16985,65.5319,Afternoon,Thursday,February,Spring,Teen,Teen,Dry,40.459278479732376,51.50196013957488
2022-08-04,8,Anzergay Kalay,Spin Boldak,Anzergay Kalay,Female,43,Female,18,None,Severe,Cloudy,19.090536499490888,Working,Low,None,kill,31.22685,66.45107,Afternoon,Thursday,August,Summer,Child,Child,Wet,37.66082778578097,84.6640564296941
2020-10-29,1,Ghulam Sarwar,Spin Boldak,Ghulam Sarwar,Male,44,Male,60,Knife,Minor,Snowy,29.664115879771828,Working,Low,Secondary,kill,31.13903,65.97877,Morning,Thursday,October,Fall,Child,Adult,Wet,18.94228316984655,83.51561678451436
2022-04-11,6,Malmona Ya Mehran,Ghorak,Malmona Ya Mehran,Female,73,Male,16,Gun,Severe,Cloudy,30.773692491647665,Working,High,Tertiary,Theft,32.01042,64.98311,Night,Monday,April,Summer,Adult,Child,Wet,67.265752049688,0.3995925976094328
2020-09-18,11,Payianda Kalay,Arghistan,Payianda Kalay,Male,30,Female,27,Knife,Fatal,Clear,23.580148520943354,Driving,Low,Primary,kill,31.78426,66.74429,Morning,Friday,September,Winter,Adult,Senior,Dry,83.41496893542943,85.87502312972394
2020-08-27,8,Patkay Sufla,Arghistan,Patkay Sufla,Female,39,Female,39,Knife,None,Cloudy,32.96173230756442,Working,High,Tertiary,kill,31.36703,66.08718,Morning,Thursday,August,Fall,Senior,Child,Wet,21.265826401187294,77.09491685481167
2021-05-27,12,Lolara,Panjwayi,Lolara,Male,17,Female,56,Other,Severe,Cloudy,10.056012471644447,Working,Medium,Secondary,kill,31.49787,65.39119,Evening,Thursday,May,Fall,Senior,Teen,Dry,55.969691936850786,14.594077065002276
2022-12-13,21,Sapar Zay Kalay,Arghistan,Sapar Zay Kalay,Male,30,Female,81,None,None,Snowy,33.16678033439985,Walking,High,Secondary,kill,31.36702,66.26151,Afternoon,Tuesday,December,Summer,Senior,Senior,Dry,8.76670891352651,93.83146587458118
2022-11-19,24,Bariki,Shah Wali Kot,Bariki,Female,25,Female,80,Gun,Fatal,Clear,2.174801417044989,Driving,High,Tertiary,Theft,31.69023,65.96822,Night,Saturday,November,Fall,Teen,Adult,Dry,97.97215366917173,17.701402903556442
2021-02-12,15,Paitow,Arghandab,Paitow,Male,19,Female,37,None,None,Clear,31.44215725503274,Driving,Low,Secondary,kill,31.63077,65.54172,Night,Friday,February,Summer,Child,Adult,Wet,70.80013805014984,4.839756378135041
2023-07-19,12,Ghulam Mohammad Kalay,Kharkrez,Ghulam Mohammad Kalay,Male,43,Female,84,None,Fatal,Clear,-1.4162198301078206,Working,Medium,None,Theft,31.96058,65.63709,Evening,Wednesday,July,Spring,Child,Senior,Wet,41.19248013785561,68.99723793517867
2021-06-26,19,Akhund Zada Sahib,Shah Wali Kot,Akhund Zada Sahib,Male,3,Male,44,Knife,Minor,Snowy,20.459588993756803,Shopping,Medium,Secondary,kill,31.7031,66.167,Afternoon,Saturday,June,Spring,Senior,Child,Dry,29.696872142642196,80.44749857042972
2023-04-24,4,Haji Akhtar Zay,Arghistan,Haji Akhtar Zay,Male,95,Male,46,Gun,Minor,Rainy,-0.030433639020280623,Driving,High,Primary,Theft,31.36806,66.19948,Evening,Monday,April,Winter,Adult,Child,Wet,0.14426985488127375,27.978213262619146
2022-10-19,16,Payan Dahi,Zhar,Payan Dahi,Female,57,Male,56,Knife,None,Cloudy,33.66418842767874,Walking,High,None,kill,31.54904,65.42786,Afternoon,Wednesday,October,Fall,Child,Senior,Wet,67.95130706860128,65.66657853192213
2021-08-19,21,Safid Khak,Kharkrez,Safid Khak,Female,80,Female,58,Gun,Minor,Rainy,-2.349104692223383,Driving,Medium,Primary,kill,31.92918,65.42501,Afternoon,Thursday,August,Spring,Teen,Senior,Dry,34.56968149781786,15.771202591013544
2021-05-03,23,Fruits Market Square (Meywa Mandi Chawk),Center,Fruits Market Square (Meywa Mandi Chawk),Male,47,Male,95,None,Fatal,Rainy,32.81530684693505,Walking,Low,Tertiary,Theft,31.61,65.69,Morning,Monday,May,Winter,Child,Adult,Dry,53.42862987863214,67.77450700774644
2021-09-13,5,Khaday Rahem,Spin Boldak,Khaday Rahem,Male,92,Female,20,Other,None,Cloudy,-4.258327284861321,Walking,Low,Primary,kill,30.9818,66.37278,Morning,Monday,September,Summer,Child,Adult,Wet,15.140381770784517,99.81155958780732
2021-07-03,11,Awme,Shah Wali Kot,Awme,Male,83,Female,46,Gun,None,Rainy,37.783639942102795,Driving,Low,Primary,kill,31.76115,65.93248,Night,Saturday,July,Winter,Senior,Senior,Wet,5.081047443946918,16.30243712188275
2020-06-17,13,Haji Shair Jan Kalay,Spin Boldak,Haji Shair Jan Kalay,Male,71,Male,85,Other,Fatal,Snowy,4.787306051024117,Shopping,Medium,None,Theft,30.86229,66.28638,Morning,Wednesday,June,Winter,Senior,Teen,Dry,49.03454549364965,32.7969121198027
2021-01-09,21,Pas Ab,Zhar,Pas Ab,Female,61,Female,87,Gun,Minor,Cloudy,28.79357868848954,Walking,High,Primary,Theft,31.57092,65.42665,Night,Saturday,January,Winter,Teen,Adult,Dry,48.77104084735122,35.17302378564274
2022-05-21,8,Tulukan,Panjwayi,Tulukan,Male,60,Female,29,Knife,Minor,Rainy,13.464758986022016,Working,High,Primary,Theft,31.44277,65.31471,Afternoon,Saturday,May,Spring,Adult,Adult,Dry,71.15711051674583,21.036807532489377
2020-11-22,22,Kamp Mahajerin Mando Zai,Panjwayi,Kamp Mahajerin Mando Zai,Male,71,Female,19,Gun,None,Rainy,17.611100361259005,Shopping,Medium,None,kill,31.4751,65.19804,Night,Sunday,November,Summer,Senior,Senior,Wet,87.98920836335802,22.373823967197858
2021-12-05,11,Payianda Kalay,Arghistan,Payianda Kalay,Male,12,Male,38,Other,Severe,Cloudy,14.388483877758855,Shopping,Medium,None,Theft,31.78426,66.74429,Evening,Sunday,December,Summer,Adult,Child,Wet,34.3806918392632,10.983725618426332
2020-04-07,17,Akhtar Zai Noor Mohammad Kalay,Arghistan,Akhtar Zai Noor Mohammad Kalay,Male,97,Female,21,Knife,Minor,Rainy,18.49663747316482,Walking,High,None,kill,31.32958,66.16542,Night,Tuesday,April,Fall,Child,Adult,Dry,5.828746770677662,92.02418871842578
2023-02-18,2,Warghar Kalay,Maruf,Warghar Kalay,Male,10,Female,16,Gun,Fatal,Cloudy,-0.3819121704534716,Walking,Low,None,kill,31.58601,67.39402,Morning,Saturday,February,Summer,Senior,Teen,Dry,28.998201397244095,38.41862037495708
2023-09-27,5,Akhtar Zai Noor Mohammad Kalay,Arghistan,Akhtar Zai Noor Mohammad Kalay,Male,33,Male,90,Knife,Minor,Rainy,20.38736591095722,Walking,Low,None,kill,31.32958,66.16542,Afternoon,Wednesday,September,Winter,Teen,Senior,Wet,40.736031797056796,38.33740930073007
2023-08-04,24,Chakaw,Shah Wali Kot,Chakaw,Female,27,Male,57,None,Severe,Snowy,-3.8772098345371733,Driving,High,Primary,Theft,31.93134,65.67861,Night,Friday,August,Winter,Teen,Adult,Dry,69.34294124138292,3.30390712546772
2020-05-18,6,Haji Yaqoub,Spin Boldak,Haji Yaqoub,Male,58,Female,35,None,None,Snowy,34.879558932327264,Working,Low,None,kill,30.96241,66.20556,Night,Monday,May,Fall,Child,Adult,Wet,39.45086072102071,64.20475115834749
2023-11-01,11,Kandahar Agricultural Market,Center,Kandahar Agricultural Market,Female,95,Female,22,None,Severe,Snowy,24.607331464327615,Driving,Medium,Tertiary,Theft,31.62,65.71,Evening,Wednesday,November,Fall,Child,Adult,Dry,65.01562464519124,60.43463310408129
2020-03-22,14,Malmand,Ghorak,Malmand,Male,48,Male,2,None,Severe,Snowy,27.28855190813686,Driving,Medium,None,Theft,31.98997,64.98376,Evening,Sunday,March,Winter,Senior,Senior,Wet,70.09162989451062,12.187706386379194
2022-07-28,9,Nawi Dahi,Daman,Nawi Dahi,Male,27,Male,18,Gun,Severe,Snowy,-5.555373017926626,Shopping,Medium,Secondary,kill,31.513855,65.92016,Morning,Thursday,July,Winter,Senior,Child,Dry,59.13943787212418,96.01196786396461
2023-10-18,17,Haji Noor Mohammad Kalacha,Arghandab,Haji Noor Mohammad Kalacha,Female,34,Male,96,Knife,None,Rainy,37.91522865578616,Walking,High,Tertiary,kill,31.64427,65.61359,Afternoon,Wednesday,October,Spring,Adult,Senior,Wet,51.119706619878755,63.15509221807339
2020-01-21,2,Dayi Kalay,Daman,Dayi Kalay,Male,33,Female,36,None,Severe,Cloudy,0.16103760025599456,Walking,Low,Secondary,Theft,31.45528,65.92003,Afternoon,Tuesday,January,Summer,Child,Adult,Dry,3.894454421888871,92.70826413940105
2023-02-07,22,Khuganyan,Panjwayi,Khuganyan,Female,71,Male,11,Other,Minor,Rainy,9.518086285085722,Shopping,Medium,Tertiary,kill,31.47566,65.3727,Night,Tuesday,February,Spring,Adult,Adult,Wet,79.91883268083532,39.56335578336512
2023-12-09,18,Beash Khala,Spin Boldak,Beash Khala,Male,12,Male,6,None,Fatal,Cloudy,38.763973001235755,Walking,Low,Primary,kill,31.18864,66.61099,Night,Saturday,December,Spring,Child,Senior,Wet,57.93369580875305,28.32574181725689
2021-06-03,18,Dahi Sabzi,Arghandab,Dahi Sabzi,Male,89,Male,22,Knife,None,Snowy,11.546199209289203,Driving,Low,Secondary,Theft,31.63333,65.58941,Morning,Thursday,June,Summer,Senior,Child,Wet,49.30122671767815,40.03692862433055
2023-10-13,20,Payianda Kalay,Arghistan,Payianda Kalay,Male,5,Female,11,Gun,Severe,Cloudy,1.7877506961089278,Working,Medium,Secondary,Theft,31.78426,66.74429,Night,Friday,October,Spring,Child,Teen,Wet,2.861726873124404,57.64704256678851
2022-03-14,16,Haji Wakil,Spin Boldak,Haji Wakil,Male,72,Female,94,None,Fatal,Rainy,-0.5671362871012455,Shopping,Low,Tertiary,kill,31.00968,66.13851,Evening,Monday,March,Winter,Child,Child,Wet,51.67523145423743,72.6301388165325
2021-03-13,18,Gul Mir Jan Darman,Spin Boldak,Gul Mir Jan Darman,Male,75,Male,99,None,Minor,Rainy,-8.183525329440846,Working,Low,Tertiary,kill,31.05711,66.14545,Afternoon,Saturday,March,Spring,Senior,Adult,Dry,29.189776961665004,79.07310993769015
2023-05-11,6,Noor Mohammad Khan Fazel Kalay,Zhar,Noor Mohammad Khan Fazel Kalay,Male,95,Female,86,None,Severe,Clear,3.615228337190622,Driving,Medium,None,Theft,31.604,65.49296,Evening,Thursday,May,Summer,Senior,Child,Wet,93.9465814451297,39.13202563899504
2022-04-20,4,Qanad Umari,Kharkrez,Qanad Umari,Male,52,Female,86,Knife,Fatal,Snowy,25.918527201911274,Walking,High,Primary,kill,32.00531,65.65552,Evening,Wednesday,April,Spring,Child,Teen,Wet,10.063570160188151,61.78987005755299
2021-08-08,21,Tootak Shamaly,Ghorak,Tootak Shamaly,Male,59,Male,77,Other,Fatal,Cloudy,26.71808796227033,Shopping,High,Tertiary,Theft,31.99964,64.93322,Morning,Sunday,August,Spring,Child,Adult,Wet,96.73117494179206,11.308914254367108
2023-03-07,2,Malmand,Ghorak,Malmand,Female,81,Female,24,Other,Minor,Rainy,0.4434968299117088,Driving,Medium,Tertiary,Theft,31.98997,64.98376,Night,Tuesday,March,Winter,Adult,Child,Dry,98.93373219833049,96.49906678985946
2023-12-22,20,Sapar Zay Kalay,Arghistan,Sapar Zay Kalay,Male,10,Female,100,Other,Fatal,Clear,4.955710373934339,Walking,High,Primary,Theft,31.36702,66.26151,Afternoon,Friday,December,Spring,Teen,Senior,Dry,61.35649725493389,61.496474812338576
2023-12-02,5,Patkay Sufla,Arghistan,Patkay Sufla,Female,38,Male,25,Gun,Minor,Rainy,28.97949480640837,Working,Medium,Primary,Theft,31.36703,66.08718,Afternoon,Saturday,December,Summer,Adult,Child,Dry,77.80090694870333,18.834007182626767
2023-12-10,3,Salim Wa Azizullah,Zhar,Salim Wa Azizullah,Female,10,Male,23,Other,Minor,Rainy,-3.667506006929097,Shopping,High,Secondary,Theft,31.56804,65.45281,Evening,Sunday,December,Spring,Teen,Adult,Dry,31.90375577152994,38.085909540106634
2021-04-26,5,Warghar Kalay,Maruf,Warghar Kalay,Female,59,Female,91,None,Severe,Cloudy,6.850279212038817,Working,High,Tertiary,kill,31.58601,67.39402,Morning,Monday,April,Fall,Child,Adult,Dry,45.22974977843517,55.7974643001786
2022-06-21,13,Hijran Kalay,Daman,Hijran Kalay,Female,13,Male,13,Other,None,Snowy,25.327249861375456,Walking,Low,Secondary,kill,31.70905,65.88173,Night,Tuesday,June,Winter,Adult,Adult,Wet,4.446571352525863,20.092935861120854
2023-11-13,10,Ghabarga,Arghistan,Ghabarga,Female,52,Female,10,Other,Severe,Rainy,0.49068095877140294,Driving,Low,None,kill,31.35377,66.19105,Afternoon,Monday,November,Fall,Child,Teen,Dry,64.47412974877659,6.59068618994374
2021-12-30,6,Haino Kalay,Daman,Haino Kalay,Male,62,Male,1,Knife,Fatal,Cloudy,17.49057819997415,Shopping,Medium,None,kill,31.6356,65.84224,Afternoon,Thursday,December,Fall,Adult,Senior,Dry,24.37441959858846,13.916612082804814
2020-04-24,10,Biyaban Dara,Shah Wali Kot,Biyaban Dara,Female,38,Female,95,Gun,Minor,Snowy,25.612493956144625,Working,High,Secondary,Theft,31.44774,65.92235,Night,Friday,April,Summer,Teen,Child,Wet,13.906790445653671,31.307994445598386
2020-07-03,16,Fazil Karam,Arghistan,Fazil Karam,Female,19,Female,54,None,Severe,Clear,16.29468645997172,Driving,Low,None,Theft,31.32627,66.2009,Afternoon,Friday,July,Spring,Child,Senior,Wet,10.013482957007014,68.25326791561251
2023-07-30,11,Nari,Zhar,Nari,Male,62,Female,5,Other,None,Cloudy,14.862662290148908,Walking,Low,Tertiary,Theft,31.51167,65.26625,Night,Sunday,July,Summer,Senior,Senior,Wet,14.036961549605131,29.179027539037328
2023-12-09,17,Baba Sahib Shrine,Center,Baba Sahib Shrine,Female,41,Female,33,Gun,None,Snowy,7.251607274214532,Walking,Medium,None,kill,31.61,65.708,Afternoon,Saturday,December,Spring,Senior,Adult,Wet,99.27386290114771,83.07575183166479
2021-04-15,23,Chingay,Kharkrez,Chingay,Female,92,Male,94,Knife,Minor,Clear,15.930902057199383,Working,Low,Tertiary,kill,31.97224,65.46578,Morning,Thursday,April,Fall,Teen,Child,Wet,47.09098296717885,73.01303860338375
2020-04-06,2,Malakhi Ghundi,Daman,Malakhi Ghundi,Male,43,Female,15,Knife,None,Snowy,9.330688409354568,Walking,Medium,Primary,Theft,31.43873,65.95446,Evening,Monday,April,Summer,Senior,Child,Dry,77.29289643216805,69.40972425121385
2020-03-14,1,Yatemak Hulya,Arghandab,Yatemak Hulya,Male,97,Male,87,Knife,Fatal,Snowy,22.677866553035074,Shopping,High,Tertiary,kill,31.76832,65.74838,Night,Saturday,March,Summer,Adult,Teen,Dry,50.953501150770094,80.10964365806004
2020-09-28,10,Zahida Kala,Maywand,Zahida Kala,Male,95,Female,85,Other,None,Cloudy,5.218574734108747,Working,High,Secondary,Theft,31.49368,65.04857,Evening,Monday,September,Summer,Senior,Adult,Wet,15.525727550299418,65.76966104191312
2020-09-10,12,Mil Karaiz,Spin Boldak,Mil Karaiz,Female,50,Male,2,Knife,None,Cloudy,34.15963057623674,Working,Medium,Primary,Theft,31.19463,66.06323,Afternoon,Thursday,September,Spring,Adult,Child,Dry,14.69641476187592,87.65981827541798
2021-02-13,19,Loy Kalay,Arghistan,Loy Kalay,Female,56,Male,52,None,Minor,Cloudy,17.55411893080569,Working,Medium,Tertiary,kill,31.36665,66.28148,Morning,Saturday,February,Summer,Teen,Adult,Dry,7.426819801589968,94.56698528019973
2020-10-25,16,Payianda Kalay,Arghistan,Payianda Kalay,Female,92,Female,22,Gun,None,Clear,21.309262080503263,Driving,Medium,Primary,kill,31.78426,66.74429,Evening,Sunday,October,Fall,Teen,Teen,Wet,5.071755448373539,23.281178825482996
2023-10-18,14,Shair Ahmad,Arghandab,Shair Ahmad,Female,52,Female,86,Knife,Fatal,Clear,17.36369215442339,Walking,Medium,Secondary,kill,31.63167,65.58224,Afternoon,Wednesday,October,Summer,Senior,Child,Dry,91.53807555844828,58.85214515150027
2020-03-17,24,Haji Toor Kalacha,Arghandab,Haji Toor Kalacha,Female,88,Male,49,None,Severe,Clear,-2.6169572162996504,Walking,Low,Tertiary,kill,31.71683,65.69315,Evening,Tuesday,March,Fall,Child,Adult,Dry,67.71586370779382,5.680932904553981
2023-12-27,4,Malmona Ya Mehran,Ghorak,Malmona Ya Mehran,Male,79,Male,73,Other,Severe,Snowy,25.74678141164273,Walking,High,Secondary,Theft,32.01042,64.98311,Afternoon,Wednesday,December,Spring,Senior,Adult,Wet,8.100865715011063,58.5881648955714
2023-04-29,1,Hazera,Arghandab,Hazera,Male,54,Female,49,Other,Severe,Clear,35.27679828039339,Working,High,Secondary,Theft,31.67867,65.6111,Morning,Saturday,April,Spring,Senior,Teen,Wet,12.608443112799183,35.88310063178331
2021-06-21,7,Mako Kalay,Maywand,Mako Kalay,Male,79,Female,72,None,Minor,Clear,8.690584592989957,Walking,High,None,kill,31.61072,64.966,Evening,Monday,June,Winter,Adult,Child,Wet,98.6037339868205,25.144931029051044
2023-12-17,21,Patkay Hulya,Arghistan,Patkay Hulya,Female,63,Female,7,Knife,Minor,Snowy,28.262183574659822,Walking,Medium,Primary,Theft,31.38761,66.12366,Night,Sunday,December,Summer,Teen,Child,Dry,31.960140551057126,13.58886991549102
2020-02-13,16,Payan Dahi,Zhar,Payan Dahi,Male,75,Male,26,Other,Fatal,Snowy,4.546300796318501,Working,High,None,Theft,31.54904,65.42786,Night,Thursday,February,Summer,Adult,Teen,Wet,76.16319592834307,4.02963215076324
2020-04-16,1,Beyabanak,Maywand,Beyabanak,Male,43,Female,3,None,Fatal,Snowy,11.009811438642089,Driving,Medium,Secondary,kill,31.60501,64.95628,Night,Thursday,April,Spring,Teen,Adult,Dry,76.80120893360821,35.287483274782375
2023-12-22,1,Sayyid Wali Kalay,Maruf,Sayyid Wali Kalay,Male,12,Male,4,Gun,Fatal,Clear,23.157590560411222,Shopping,Medium,Tertiary,kill,31.70387,67.3064,Morning,Friday,December,Summer,Teen,Adult,Wet,86.40072507700555,27.624601685544413
2022-03-30,10,Baz Mohammad Khan Kalay,Shah Wali Kot,Baz Mohammad Khan Kalay,Male,86,Female,65,Knife,Fatal,Cloudy,33.207059913854614,Working,Low,Secondary,kill,31.64663,65.94916,Afternoon,Wednesday,March,Spring,Teen,Adult,Wet,61.071301102644384,59.85106816000345
2022-02-12,18,Kandahar Textile Market,Center,Kandahar Textile Market,Male,22,Male,75,Knife,Fatal,Rainy,-1.4842254673350848,Walking,Medium,Tertiary,kill,31.61,65.71,Morning,Saturday,February,Spring,Teen,Senior,Dry,45.270052209573095,12.105451432674553
2023-12-11,3,Haji Malik Faiz Mohammad Kalacha,Arghandab,Haji Malik Faiz Mohammad Kalacha,Male,7,Male,49,Gun,Fatal,Clear,1.3781495505344825,Shopping,Low,Tertiary,kill,31.62594,65.56899,Morning,Monday,December,Spring,Adult,Senior,Wet,49.586788526852956,73.00725602087913
2023-05-06,19,Gondi Khail,Maywand,Gondi Khail,Female,24,Male,39,None,Minor,Snowy,6.47343726097915,Walking,High,Secondary,kill,31.59749,64.8021,Afternoon,Saturday,May,Summer,Teen,Child,Dry,7.123335866275116,27.86255627625369
2020-08-28,14,Dabak,Panjwayi,Dabak,Female,97,Male,67,Gun,Fatal,Rainy,38.73775632549823,Shopping,High,Secondary,Theft,31.51348,65.42082,Night,Friday,August,Winter,Adult,Teen,Wet,92.7574357312605,72.4465679715539
2020-09-14,9,Malmona Ya Mehran,Ghorak,Malmona Ya Mehran,Male,54,Female,88,None,Minor,Rainy,38.28634616358446,Working,Low,Secondary,Theft,32.01042,64.98311,Morning,Monday,September,Winter,Adult,Teen,Wet,82.75340420142417,58.464339630977456
2023-10-25,24,Chashma Ata,Kharkrez,Chashma Ata,Male,90,Male,60,None,Fatal,Clear,-6.65981031822834,Shopping,High,Tertiary,kill,32.11539,65.50835,Morning,Wednesday,October,Fall,Senior,Adult,Dry,96.39629987211423,98.18284447737594
2022-07-05,12,Maranjan,Arghandab,Maranjan,Female,88,Male,84,None,Severe,Cloudy,37.68620818600849,Working,High,Primary,kill,31.74243,65.7288,Afternoon,Tuesday,July,Summer,Child,Child,Dry,25.345581716033738,36.9366627725925
2021-11-01,6,Din Mohammad Qanat,Kharkrez,Din Mohammad Qanat,Female,85,Male,39,None,None,Cloudy,31.92553958769755,Walking,Medium,Tertiary,kill,32.13842,65.52612,Morning,Monday,November,Fall,Child,Child,Dry,38.76668101068796,43.06146766886627
2021-11-26,24,Sayyidan,Zhar,Sayyidan,Female,40,Male,23,None,None,Snowy,5.974366310220766,Driving,Medium,Primary,kill,31.50579,65.33475,Morning,Friday,November,Winter,Teen,Senior,Dry,89.67426310120267,25.030659482982344
2023-10-17,7,Miyan Jowi,Arghandab,Miyan Jowi,Female,34,Female,32,None,Minor,Clear,24.953395266751414,Shopping,Medium,Primary,kill,31.66274,65.65607,Evening,Tuesday,October,Fall,Senior,Adult,Dry,52.67947409821242,22.092885216474922
2023-06-23,14,Karkecha,Zhar,Karkecha,Male,50,Female,71,Gun,Severe,Cloudy,-6.981574979220114,Walking,Low,None,Theft,31.50517,65.26907,Night,Friday,June,Fall,Child,Child,Wet,62.307061455024574,19.660191983779974
2022-03-17,5,Ghabarga,Arghistan,Ghabarga,Male,100,Female,89,Other,None,Rainy,1.9755722369205504,Shopping,Medium,Tertiary,Theft,31.35377,66.19105,Evening,Thursday,March,Summer,Senior,Adult,Wet,10.751084472449246,81.90897262082072
2021-01-24,5,Mohammad Moseh Kalay,Maywand,Mohammad Moseh Kalay,Female,75,Male,72,None,Fatal,Cloudy,20.598599666064537,Shopping,Medium,Tertiary,Theft,31.62857,65.0297,Night,Sunday,January,Fall,Child,Child,Dry,83.5369407490733,54.640755988993874
2023-12-20,22,Haji Shahtol Kalay,Spin Boldak,Haji Shahtol Kalay,Male,99,Male,75,Gun,None,Cloudy,30.15738102098023,Driving,Medium,Primary,Theft,31.13158,66.34369,Afternoon,Wednesday,December,Spring,Teen,Adult,Wet,32.44400637861218,17.71513156617326
